Compound,Elements,Element_numbers,H_f,E_total,#_atoms
Te-SCN-Sc,"['Sc', 'Te', 'C', 'S', 'N']","[1, 1, 1, 1, 1]",-0.4225274894,-82.37905726,5
Te-SCN-Sm,"['Sm', 'Te', 'C', 'S', 'N']","[1, 1, 1, 1, 1]",-0.5208317134,-113.10977838,5
Te-SCN-Y,"['Y', 'Te', 'C', 'S', 'N']","[1, 1, 1, 1, 1]",-0.5305838414,-96.53433902,5
Te-SH-Al,"['Al', 'Te', 'H', 'S']","[1, 1, 1, 1]",-0.4242281042,-59.57615773,4
Te-SH-Bi,"['Bi', 'Te', 'H', 'S']","[1, 1, 1, 1]",-0.1494961467,-129.2288299,4
Te-SH-Ce,"['Ce', 'Te', 'H', 'S']","[1, 1, 1, 1]",-1.25356960675,-97.81327874,4
Te-SH-Co,"['Co', 'Te', 'H', 'S']","[1, 1, 1, 1]",-0.2659789043,-68.40596093,4
Te-SH-Cr,"['Cr', 'Te', 'H', 'S']","[1, 1, 1, 1]",-0.5121689718,-70.5683212,4
Te-SH-Fe,"['Fe', 'Te', 'H', 'S']","[1, 1, 1, 1]",-0.1462968643,-68.82513277,4
Te-SH-Ga,"['Ga', 'Te', 'H', 'S']","[1, 1, 1, 1]",-0.1762496693,-67.17544399,4
Te-SH-Gd,"['Gd', 'Te', 'H', 'S']","[1, 1, 1, 1]",-1.0989273593,-113.39515475,4
Te-SH-In,"['In', 'Te', 'H', 'S']","[1, 1, 1, 1]",-0.2927226968,-84.6013361,4
Te-SH-Ir,"['Te', 'H', 'Ir', 'S']","[1, 1, 1, 1]",-0.2890478443,-122.50183669,4
Te-SH-La,"['La', 'Te', 'H', 'S']","[1, 1, 1, 1]",-1.2177501668,-98.13924598,4
Te-SH-Lu,"['Lu', 'Te', 'H', 'S']","[1, 1, 1, 1]",-1.0911028268,-109.85225662,4
Te-SH-Nd,"['Nd', 'Te', 'H', 'S']","[1, 1, 1, 1]",-1.1507937717,-98.3057204,4
Te-SH-Rh,"['Te', 'H', 'Rh', 'S']","[1, 1, 1, 1]",-0.4072820668,-85.49527358,4
Te-SH-Ru,"['Te', 'H', 'Ru', 'S']","[1, 1, 1, 1]",-0.1371493343,-85.48764265,4
Te-SH-Sc,"['Sc', 'Te', 'H', 'S']","[1, 1, 1, 1]",-1.0458664418,-68.52721108,4
Te-SH-Sm,"['Sm', 'Te', 'H', 'S']","[1, 1, 1, 1]",-1.1412154143,-99.14780697,4
Te-SH-Y,"['Y', 'Te', 'H', 'S']","[1, 1, 1, 1]",-1.1750934793,-82.65911923,4
Cl-Br-Ba,"['Ba', 'Br', 'Cl']","[1, 1, 1]",-2.6187293467,-74.41534304,3
Cl-Br-Be,"['Be', 'Br', 'Cl']","[1, 1, 1]",-1.16535718,-34.87112654,3
Cl-Br-Ca,"['Ca', 'Br', 'Cl']","[1, 1, 1]",-2.5510248767,-44.29072963,3
Cl-Br-Cd,"['Cd', 'Br', 'Cl']","[1, 1, 1]",-1.21473017,-61.06284551,3
Cl-Br-Co,"['Co', 'Br', 'Cl']","[1, 1, 1]",-0.69844997,-46.32190491,3
Cl-Br-Cu,"['Cu', 'Br', 'Cl']","[1, 1, 1]",-0.5344782167,-43.78398965,3
Cl-Br-Fe,"['Fe', 'Br', 'Cl']","[1, 1, 1]",-0.70187287,-47.23007361,3
Cl-Br-Mg,"['Mg', 'Br', 'Cl']","[1, 1, 1]",-1.9767590967,-37.93233229,3
Cl-Br-Mn,"['Mn', 'Br', 'Cl']","[1, 1, 1]",-0.8929350633,-47.78556019,3
Cl-Br-Ni,"['Ni', 'Br', 'Cl']","[1, 1, 1]",-0.98671593,-46.15550279,3
Cl-Br-Pb,"['Pb', 'Br', 'Cl']","[1, 1, 1]",-1.1497811767,-106.19979853,3
Cl-Br-Pd,"['Pd', 'Br', 'Cl']","[1, 1, 1]",-0.5188532,-61.3638146,3
Cl-Br-Pt,"['Pt', 'Br', 'Cl']","[1, 1, 1]",-0.1168902933,-97.57892588,3
Cl-Br-Sr,"['Sr', 'Br', 'Cl']","[1, 1, 1]",-2.6105094767,-57.11528343,3
Cl-Br-Zn,"['Zn', 'Br', 'Cl']","[1, 1, 1]",-1.15556384,-43.95734652,3
CN-Br-Ba,"['Ba', 'C', 'Br', 'N']","[1, 1, 1, 1]",-1.0297417225,-82.18591489,4
CN-Br-Be,"['Be', 'C', 'Br', 'N']","[1, 1, 1, 1]",0.1518727925,-42.27535683,4
CN-Br-Ca,"['Ca', 'C', 'Br', 'N']","[1, 1, 1, 1]",-0.935341985,-51.88681594,4
CN-Br-Cd,"['Cd', 'C', 'Br', 'N']","[1, 1, 1, 1]",0.04955339,-68.72823444,4
CN-Br-Co,"['Co', 'C', 'Br', 'N']","[1, 1, 1, 1]",0.285110035,-54.59390786,4
CN-Br-Cu,"['Cu', 'C', 'Br', 'N']","[1, 1, 1, 1]",0.5150229825,-51.62825607,4
CN-Br-Fe,"['Fe', 'C', 'Br', 'N']","[1, 1, 1, 1]",0.2591467875,-55.59566085,4
CN-Br-Mg,"['Mg', 'C', 'Br', 'N']","[1, 1, 1, 1]",-0.4795798825,-45.42816753,4
CN-Br-Mn,"['Mn', 'C', 'Br', 'N']","[1, 1, 1, 1]",-0.1426416525,-57.18511461,4
CN-Br-Ni,"['Ni', 'C', 'Br', 'N']","[1, 1, 1, 1]",0.2403740175,-53.74165193,4
CN-Br-Pb,"['Pb', 'C', 'Br', 'N']","[1, 1, 1, 1]",0.0554592475,-114.03641101,4
CN-Br-Pd,"['Pd', 'C', 'Br', 'N']","[1, 1, 1, 1]",0.52172694,-69.22814024,4
CN-Br-Pt,"['Pt', 'C', 'Br', 'N']","[1, 1, 1, 1]",0.6753477325,-106.03465707,4
CN-Br-Sr,"['Sr', 'C', 'Br', 'N']","[1, 1, 1, 1]",-0.99996071,-64.79139084,4
CN-Br-Zn,"['Zn', 'C', 'Br', 'N']","[1, 1, 1, 1]",0.1176263025,-51.52794279,4
CN-Cl-Ba,"['Ba', 'C', 'N', 'Cl']","[1, 1, 1, 1]",-1.1267031,-71.2909684,4
CN-Cl-Be,"['Be', 'C', 'N', 'Cl']","[1, 1, 1, 1]",-0.02408922,-31.69641288,4
CN-Cl-Ca,"['Ca', 'C', 'N', 'Cl']","[1, 1, 1, 1]",-1.0492876975,-41.05980679,4
CN-Cl-Cd,"['Cd', 'C', 'N', 'Cl']","[1, 1, 1, 1]",-0.0343093625,-57.78089345,4
CN-Cl-Co,"['Co', 'C', 'N', 'Cl']","[1, 1, 1, 1]",0.265326485,-43.39025006,4
CN-Cl-Cu,"['Cu', 'C', 'N', 'Cl']","[1, 1, 1, 1]",0.4162284925,-40.74064203,4
CN-Cl-Fe,"['Fe', 'C', 'N', 'Cl']","[1, 1, 1, 1]",0.13387336,-44.81396256,4
CN-Cl-Mg,"['Mg', 'C', 'N', 'Cl']","[1, 1, 1, 1]",-0.621730265,-34.71397706,4
CN-Cl-Mn,"['Mn', 'C', 'N', 'Cl']","[1, 1, 1, 1]",-0.32240722,-46.62138488,4
CN-Cl-Ni,"['Ni', 'C', 'N', 'Cl']","[1, 1, 1, 1]",0.1172056575,-42.95153337,4
CN-Cl-Pb,"['Pb', 'C', 'N', 'Cl']","[1, 1, 1, 1]",-0.002527525,-102.9855661,4
CN-Cl-Pd,"['Pd', 'C', 'N', 'Cl']","[1, 1, 1, 1]",0.4431090425,-58.25981983,4
CN-Cl-Pt,"['Pt', 'C', 'N', 'Cl']","[1, 1, 1, 1]",0.593410055,-95.07961578,4
CN-Cl-Sr,"['Sr', 'C', 'N', 'Cl']","[1, 1, 1, 1]",-1.106304885,-53.93397554,4
CN-Cl-Zn,"['Zn', 'C', 'N', 'Cl']","[1, 1, 1, 1]",-0.0020366675,-40.72380267,4
CN-F-Ba,"['Ba', 'C', 'N', 'F']","[1, 1, 1, 1]",-1.52449007,-68.49777938,4
CN-F-Be,"['Be', 'C', 'N', 'F']","[1, 1, 1, 1]",-0.586190025,-29.5604792,4
CN-F-Ca,"['Ca', 'C', 'N', 'F']","[1, 1, 1, 1]",-1.527078755,-38.58663412,4
CN-F-Cd,"['Cd', 'C', 'N', 'F']","[1, 1, 1, 1]",-0.4096386575,-54.89787373,4
CN-F-Co,"['Co', 'C', 'N', 'F']","[1, 1, 1, 1]",-0.2375827075,-41.01754993,4
CN-F-Cu,"['Cu', 'C', 'N', 'F']","[1, 1, 1, 1]",0.0563447125,-37.79584025,4
CN-F-Fe,"['Fe', 'C', 'N', 'F']","[1, 1, 1, 1]",-0.2530871275,-41.97746761,4
CN-F-Mg,"['Mg', 'C', 'N', 'F']","[1, 1, 1, 1]",-1.1600568075,-32.48294633,4
CN-F-Mn,"['Mn', 'C', 'N', 'F']","[1, 1, 1, 1]",-0.441069865,-42.71169856,4
CN-F-Ni,"['Ni', 'C', 'N', 'F']","[1, 1, 1, 1]",-0.281264005,-40.16107512,4
CN-F-Pb,"['Pb', 'C', 'N', 'F']","[1, 1, 1, 1]",-0.377946905,-100.10290672,4
CN-F-Pd,"['Pd', 'C', 'N', 'F']","[1, 1, 1, 1]",0.1431053875,-55.07549755,4
CN-F-Pt,"['Pt', 'C', 'N', 'F']","[1, 1, 1, 1]",0.291753775,-91.901904,4
CN-F-Sr,"['Sr', 'C', 'N', 'F']","[1, 1, 1, 1]",-1.546221565,-51.30930536,4
CN-F-Zn,"['Zn', 'C', 'N', 'F']","[1, 1, 1, 1]",-0.422723835,-38.02221444,4
CN-I-Ba,"['Ba', 'C', 'I', 'N']","[1, 1, 1, 1]",-0.8173182875,-98.85800015,4
CN-I-Be,"['Be', 'C', 'I', 'N']","[1, 1, 1, 1]",0.4821041625,-58.47621035,4
CN-I-Ca,"['Ca', 'C', 'I', 'N']","[1, 1, 1, 1]",-0.69454549,-68.44540896,4
CN-I-Cd,"['Cd', 'C', 'I', 'N']","[1, 1, 1, 1]",0.2737346225,-85.35328851,4
CN-I-Co,"['Co', 'C', 'I', 'N']","[1, 1, 1, 1]",0.6301062025,-70.73570219,4
CN-I-Cu,"['Cu', 'C', 'I', 'N']","[1, 1, 1, 1]",0.7275627,-68.2998762,4
CN-I-Fe,"['Fe', 'C', 'I', 'N']","[1, 1, 1, 1]",0.523617385,-72.05955746,4
CN-I-Mg,"['Mg', 'C', 'I', 'N']","[1, 1, 1, 1]",-0.19172258,-61.79851732,4
CN-I-Mn,"['Mn', 'C', 'I', 'N']","[1, 1, 1, 1]",0.1216061325,-73.64990247,4
CN-I-Ni,"['Ni', 'C', 'I', 'N']","[1, 1, 1, 1]",0.50583046,-70.20160516,4
CN-I-Pb,"['Pb', 'C', 'I', 'N']","[1, 1, 1, 1]",0.2159164475,-130.91636121,4
CN-I-Pd,"['Pd', 'C', 'I', 'N']","[1, 1, 1, 1]",0.6810181075,-86.11275457,4
CN-I-Pt,"['Pt', 'C', 'I', 'N']","[1, 1, 1, 1]",0.832892605,-122.92625658,4
CN-I-Sr,"['Sr', 'C', 'I', 'N']","[1, 1, 1, 1]",-0.7755590925,-81.41556337,4
CN-I-Zn,"['Zn', 'C', 'I', 'N']","[1, 1, 1, 1]",0.37741956,-68.01054876,4
F-Br-Ba,"['Ba', 'Br', 'F']","[1, 1, 1]",-3.13590333,-71.58252809,3
F-Br-Be,"['Be', 'Br', 'F']","[1, 1, 1]",-1.6574272133,-31.96299974,3
F-Br-Ca,"['Ca', 'Br', 'F']","[1, 1, 1]",-3.0883226333,-41.518286,3
F-Br-Cd,"['Cd', 'Br', 'F']","[1, 1, 1]",-1.62145486,-57.89868268,3
F-Br-Co,"['Co', 'Br', 'F']","[1, 1, 1]",-1.33216321,-43.83870773,3
F-Br-Cu,"['Cu', 'Br', 'F']","[1, 1, 1]",-0.94109474,-40.61950232,3
F-Br-Fe,"['Fe', 'Br', 'F']","[1, 1, 1]",-1.35810473,-44.81443229,3
F-Br-Mg,"['Mg', 'Br', 'F']","[1, 1, 1]",-2.55033034,-35.26870912,3
F-Br-Mn,"['Mn', 'Br', 'F']","[1, 1, 1]",-1.3431891,-44.7519854,3
F-Br-Ni,"['Ni', 'Br', 'F']","[1, 1, 1]",-1.3812486533,-42.95476406,3
F-Br-Pb,"['Pb', 'Br', 'F']","[1, 1, 1]",-1.6657519433,-103.36337393,3
F-Br-Pd,"['Pd', 'Br', 'F']","[1, 1, 1]",-0.8044809733,-57.83636102,3
F-Br-Pt,"['Pt', 'Br', 'F']","[1, 1, 1]",-0.2773696,-93.6760269,3
F-Br-Sr,"['Sr', 'Br', 'F']","[1, 1, 1]",-3.1648559333,-54.3939859,3
F-Br-Zn,"['Zn', 'Br', 'F']","[1, 1, 1]",-1.5791007767,-40.84362043,3
F-Cl-Ba,"['Ba', 'Cl', 'F']","[1, 1, 1]",-3.2765734267,-60.72174638,3
F-Cl-Be,"['Be', 'Cl', 'F']","[1, 1, 1]",-2.02070251,-21.77003363,3
F-Cl-Ca,"['Ca', 'Cl', 'F']","[1, 1, 1]",-3.3128063267,-30.90894508,3
F-Cl-Cd,"['Cd', 'Cl', 'F']","[1, 1, 1]",-1.7571677333,-47.0230293,3
F-Cl-Co,"['Co', 'Cl', 'F']","[1, 1, 1]",-1.5384722567,-33.17484287,3
F-Cl-Cu,"['Cu', 'Cl', 'F']","[1, 1, 1]",-1.0785219167,-29.74899185,3
F-Cl-Fe,"['Fe', 'Cl', 'F']","[1, 1, 1]",-1.2877585233,-33.32060167,3
F-Cl-Mg,"['Mg', 'Cl', 'F']","[1, 1, 1]",-2.8099017867,-24.76463146,3
F-Cl-Mn,"['Mn', 'Cl', 'F']","[1, 1, 1]",-2.11425332,-35.78238606,3
F-Cl-Ni,"['Ni', 'Cl', 'F']","[1, 1, 1]",-1.5925110267,-32.30575918,3
F-Cl-Pb,"['Pb', 'Cl', 'F']","[1, 1, 1]",-1.7490176067,-92.33037892,3
F-Cl-Pd,"['Pd', 'Cl', 'F']","[1, 1, 1]",-0.88306608,-46.78932434,3
F-Cl-Pt,"['Pt', 'Cl', 'F']","[1, 1, 1]",-0.31998931,-82.52109403,3
F-Cl-Sr,"['Sr', 'Cl', 'F']","[1, 1, 1]",-3.3249747233,-43.59155027,3
F-Cl-Zn,"['Zn', 'Cl', 'F']","[1, 1, 1]",-1.7853786267,-30.17966198,3
I-Br-Ba,"['Ba', 'I', 'Br']","[1, 1, 1]",-2.2164384133,-102.01304124,3
I-Br-Be,"['Be', 'I', 'Br']","[1, 1, 1]",-0.6265809333,-62.0593688,3
I-Br-Ca,"['Ca', 'I', 'Br']","[1, 1, 1]",-2.1021791833,-71.74876355,3
I-Br-Cd,"['Cd', 'I', 'Br']","[1, 1, 1]",-0.8707328467,-88.83542454,3
I-Br-Co,"['Co', 'I', 'Br']","[1, 1, 1]",-0.3605756533,-74.11285296,3
I-Br-Cu,"['Cu', 'I', 'Br']","[1, 1, 1]",-0.2365516833,-71.69478105,3
I-Br-Fe,"['Fe', 'I', 'Br']","[1, 1, 1]",-0.28979282,-74.79840446,3
I-Br-Mg,"['Mg', 'I', 'Br']","[1, 1, 1]",-1.4763393533,-65.23564406,3
I-Br-Mn,"['Mn', 'I', 'Br']","[1, 1, 1]",-0.4744971467,-75.33481744,3
I-Br-Ni,"['Ni', 'I', 'Br']","[1, 1, 1]",-0.5720553467,-73.71609204,3
I-Br-Pb,"['Pb', 'I', 'Br']","[1, 1, 1]",-0.8604408133,-134.13634844,3
I-Br-Pd,"['Pd', 'I', 'Br']","[1, 1, 1]",-0.30063984,-89.51374552,3
I-Br-Pt,"['Pt', 'I', 'Br']","[1, 1, 1]",-0.0323866633,-126.12998599,3
I-Br-Sr,"['Sr', 'I', 'Br']","[1, 1, 1]",-2.1836438233,-84.63925747,3
I-Br-Zn,"['Zn', 'I', 'Br']","[1, 1, 1]",-0.74307462,-71.52444986,3
I-Cl-Ba,"['Ba', 'I', 'Cl']","[1, 1, 1]",-2.3371646767,-91.09242803,3
I-Cl-Be,"['Be', 'I', 'Cl']","[1, 1, 1]",-0.7228794033,-51.06547221,3
I-Cl-Ca,"['Ca', 'I', 'Cl']","[1, 1, 1]",-2.2340742333,-60.8616567,3
I-Cl-Cd,"['Cd', 'I', 'Cl']","[1, 1, 1]",-0.9410644633,-77.76362739,3
I-Cl-Co,"['Co', 'I', 'Cl']","[1, 1, 1]",-0.4419888967,-63.07430069,3
I-Cl-Cu,"['Cu', 'I', 'Cl']","[1, 1, 1]",-0.3152732367,-60.64815371,3
I-Cl-Fe,"['Fe', 'I', 'Cl']","[1, 1, 1]",-0.3706134367,-63.75807431,3
I-Cl-Mg,"['Mg', 'I', 'Cl']","[1, 1, 1]",-1.5994581933,-54.32220858,3
I-Cl-Mn,"['Mn', 'I', 'Cl']","[1, 1, 1]",-0.57215205,-64.34499015,3
I-Cl-Ni,"['Ni', 'I', 'Cl']","[1, 1, 1]",-0.66208089,-62.70337667,3
I-Cl-Pb,"['Pb', 'I', 'Cl']","[1, 1, 1]",-0.9375200467,-123.08479414,3
I-Cl-Pd,"['Pd', 'I', 'Cl']","[1, 1, 1]",-0.33995389,-78.34889567,3
I-Cl-Pt,"['Pt', 'I', 'Cl']","[1, 1, 1]",-0.04796226,-114.89392078,3
I-Cl-Sr,"['Sr', 'I', 'Cl']","[1, 1, 1]",-2.31257091,-73.74324673,3
I-Cl-Zn,"['Zn', 'I', 'Cl']","[1, 1, 1]",-0.8193659133,-60.47053174,3
I-F-Ba,"['Ba', 'I', 'F']","[1, 1, 1]",-2.83250884,-88.19412362,3
I-F-Be,"['Be', 'I', 'F']","[1, 1, 1]",-1.06097208,-47.69541334,3
I-F-Ca,"['Ca', 'I', 'F']","[1, 1, 1]",-2.75588997,-58.04276701,3
I-F-Cd,"['Cd', 'I', 'F']","[1, 1, 1]",-1.2992944267,-74.45398038,3
I-F-Co,"['Co', 'I', 'F']","[1, 1, 1]",-0.9120404667,-60.1001185,3
I-F-Cu,"['Cu', 'I', 'F']","[1, 1, 1]",-0.6673047,-57.3199112,3
I-F-Fe,"['Fe', 'I', 'F']","[1, 1, 1]",-0.6290955867,-60.14918386,3
I-F-Mg,"['Mg', 'I', 'F']","[1, 1, 1]",-2.05204813,-51.29564149,3
I-F-Mn,"['Mn', 'I', 'F']","[1, 1, 1]",-1.5933410667,-63.0242203,3
I-F-Ni,"['Ni', 'I', 'F']","[1, 1, 1]",-0.96893152,-59.23959166,3
I-F-Pb,"['Pb', 'I', 'F']","[1, 1, 1]",-1.4292079,-120.1755208,3
I-F-Pd,"['Pd', 'I', 'F']","[1, 1, 1]",-0.5260704433,-74.52290843,3
I-F-Pt,"['Pt', 'I', 'F']","[1, 1, 1]",-0.2527733067,-111.12401702,3
I-F-Sr,"['Sr', 'I', 'F']","[1, 1, 1]",-2.8240173767,-70.89324923,3
I-F-Zn,"['Zn', 'I', 'F']","[1, 1, 1]",-1.1514306233,-57.08238897,3
NC-Br-Ba,"['Ba', 'C', 'Br', 'N']","[1, 1, 1, 1]",-1.083448175,-82.4007407,4
NC-Br-Be,"['Be', 'C', 'Br', 'N']","[1, 1, 1, 1]",0.0676052775,-42.61242689,4
NC-Br-Ca,"['Ca', 'C', 'Br', 'N']","[1, 1, 1, 1]",-1.0212695925,-52.23052637,4
NC-Br-Cd,"['Cd', 'C', 'Br', 'N']","[1, 1, 1, 1]",0.02244628,-68.83666288,4
NC-Br-Co,"['Co', 'C', 'Br', 'N']","[1, 1, 1, 1]",0.27395611,-54.63852356,4
NC-Br-Cu,"['Cu', 'C', 'Br', 'N']","[1, 1, 1, 1]",0.534148325,-51.5517547,4
NC-Br-Fe,"['Fe', 'C', 'Br', 'N']","[1, 1, 1, 1]",0.2369435975,-55.68447361,4
NC-Br-Mg,"['Mg', 'C', 'Br', 'N']","[1, 1, 1, 1]",-0.5756638825,-45.81250353,4
NC-Br-Mn,"['Mn', 'C', 'Br', 'N']","[1, 1, 1, 1]",-0.19619539,-57.39932956,4
NC-Br-Ni,"['Ni', 'C', 'Br', 'N']","[1, 1, 1, 1]",0.2016501425,-53.89654743,4
NC-Br-Pb,"['Pb', 'C', 'Br', 'N']","[1, 1, 1, 1]",0.04783616,-114.06690336,4
NC-Br-Pd,"['Pd', 'C', 'Br', 'N']","[1, 1, 1, 1]",0.55655722,-69.08881912,4
NC-Br-Pt,"['Pt', 'C', 'Br', 'N']","[1, 1, 1, 1]",0.85236242,-105.32659832,4
NC-Br-Sr,"['Sr', 'C', 'Br', 'N']","[1, 1, 1, 1]",-1.0723944425,-65.08112577,4
NC-Br-Zn,"['Zn', 'C', 'Br', 'N']","[1, 1, 1, 1]",0.08230721,-51.66921916,4
NC-Cl-Ba,"['Ba', 'C', 'N', 'Cl']","[1, 1, 1, 1]",-1.18471953,-71.52303412,4
NC-Cl-Be,"['Be', 'C', 'N', 'Cl']","[1, 1, 1, 1]",-0.1379293425,-32.15177337,4
NC-Cl-Ca,"['Ca', 'C', 'N', 'Cl']","[1, 1, 1, 1]",-0.978552345,-40.77686538,4
NC-Cl-Cd,"['Cd', 'C', 'N', 'Cl']","[1, 1, 1, 1]",-0.0653162875,-57.90492115,4
NC-Cl-Co,"['Co', 'C', 'N', 'Cl']","[1, 1, 1, 1]",0.1402864775,-43.89041009,4
NC-Cl-Cu,"['Cu', 'C', 'N', 'Cl']","[1, 1, 1, 1]",0.44610261,-40.62114556,4
NC-Cl-Fe,"['Fe', 'C', 'N', 'Cl']","[1, 1, 1, 1]",0.2680897825,-44.27709687,4
NC-Cl-Mg,"['Mg', 'C', 'N', 'Cl']","[1, 1, 1, 1]",-0.7363996925,-35.17265477,4
NC-Cl-Mn,"['Mn', 'C', 'N', 'Cl']","[1, 1, 1, 1]",-0.2742786175,-46.42887047,4
NC-Cl-Ni,"['Ni', 'C', 'N', 'Cl']","[1, 1, 1, 1]",0.06979039,-43.14119444,4
NC-Cl-Pb,"['Pb', 'C', 'N', 'Cl']","[1, 1, 1, 1]",-0.01250462,-103.02547448,4
NC-Cl-Pd,"['Pd', 'C', 'N', 'Cl']","[1, 1, 1, 1]",0.490770605,-58.06917358,4
NC-Cl-Pt,"['Pt', 'C', 'N', 'Cl']","[1, 1, 1, 1]",0.8121703475,-94.20457461,4
NC-Cl-Sr,"['Sr', 'C', 'N', 'Cl']","[1, 1, 1, 1]",-1.1829557525,-54.24057901,4
NC-Cl-Zn,"['Zn', 'C', 'N', 'Cl']","[1, 1, 1, 1]",-0.04781309,-40.90690836,4
NC-CN-Ba,"['Ba', 'C', 'N']","[1, 2, 2]",-0.20066026,-79.2952503,5
NC-CN-Be,"['Be', 'C', 'N']","[1, 2, 2]",0.670668676,-39.75450562,5
NC-CN-Ca,"['Ca', 'C', 'N']","[1, 2, 2]",-0.131668008,-49.02878904,5
NC-CN-Cd,"['Cd', 'C', 'N']","[1, 2, 2]",0.704629484,-65.62830158,5
NC-CN-Co,"['Co', 'C', 'N']","[1, 2, 2]",0.90526463,-51.43302585,5
NC-CN-Cu,"['Cu', 'C', 'N']","[1, 2, 2]",1.048194298,-48.67237751,5
NC-CN-Fe,"['Fe', 'C', 'N']","[1, 2, 2]",0.817490684,-52.76979558,5
NC-CN-Mg,"['Mg', 'C', 'N']","[1, 2, 2]",0.196678754,-42.75145523,5
NC-CN-Mn,"['Mn', 'C', 'N']","[1, 2, 2]",0.72618505,-53.20862375,5
NC-CN-Ni,"['Ni', 'C', 'N']","[1, 2, 2]",0.814378422,-50.85625689,5
NC-CN-Pb,"['Pb', 'C', 'N']","[1, 2, 2]",0.736817506,-110.79916147,5
NC-CN-Pd,"['Pd', 'C', 'N']","[1, 2, 2]",1.047401952,-66.30303924,5
NC-CN-Pt,"['Pt', 'C', 'N']","[1, 2, 2]",1.17231792,-103.0994594,5
NC-CN-Sr,"['Sr', 'C', 'N']","[1, 2, 2]",-0.176742074,-61.90025937,5
NC-CN-Zn,"['Zn', 'C', 'N']","[1, 2, 2]",0.71985831,-48.62415745,5
NC-F-Ba,"['Ba', 'C', 'N', 'F']","[1, 1, 1, 1]",-1.5781663475,-68.71248449,4
NC-F-Be,"['Be', 'C', 'N', 'F']","[1, 1, 1, 1]",-0.76502908,-30.27583542,4
NC-F-Ca,"['Ca', 'C', 'N', 'F']","[1, 1, 1, 1]",-1.6405176025,-39.04038951,4
NC-F-Cd,"['Cd', 'C', 'N', 'F']","[1, 1, 1, 1]",-0.4370907875,-55.00768225,4
NC-F-Co,"['Co', 'C', 'N', 'F']","[1, 1, 1, 1]",-0.2859897525,-41.21117811,4
NC-F-Cu,"['Cu', 'C', 'N', 'F']","[1, 1, 1, 1]",0.0707791025,-37.73810269,4
NC-F-Fe,"['Fe', 'C', 'N', 'F']","[1, 1, 1, 1]",-0.1174748225,-41.43501839,4
NC-F-Mg,"['Mg', 'C', 'N', 'F']","[1, 1, 1, 1]",-1.30487681,-33.06222634,4
NC-F-Mn,"['Mn', 'C', 'N', 'F']","[1, 1, 1, 1]",-0.444095645,-42.72380168,4
NC-F-Ni,"['Ni', 'C', 'N', 'F']","[1, 1, 1, 1]",-0.3429940975,-40.40799549,4
NC-F-Pb,"['Pb', 'C', 'N', 'F']","[1, 1, 1, 1]",-0.4000918,-100.1914863,4
NC-F-Pd,"['Pd', 'C', 'N', 'F']","[1, 1, 1, 1]",0.208656635,-54.81329256,4
NC-F-Pt,"['Pt', 'C', 'N', 'F']","[1, 1, 1, 1]",0.61254023,-90.61875818,4
NC-F-Sr,"['Sr', 'C', 'N', 'F']","[1, 1, 1, 1]",-1.6421307475,-51.69294209,4
NC-F-Zn,"['Zn', 'C', 'N', 'F']","[1, 1, 1, 1]",-0.47676831,-38.23839234,4
NC-I-Ba,"['Ba', 'C', 'I', 'N']","[1, 1, 1, 1]",-0.8665202775,-99.05480811,4
NC-I-Be,"['Be', 'C', 'I', 'N']","[1, 1, 1, 1]",0.443276435,-58.63152126,4
NC-I-Ca,"['Ca', 'C', 'I', 'N']","[1, 1, 1, 1]",-0.7647818625,-68.72635445,4
NC-I-Cd,"['Cd', 'C', 'I', 'N']","[1, 1, 1, 1]",0.24485444,-85.46880924,4
NC-I-Co,"['Co', 'C', 'I', 'N']","[1, 1, 1, 1]",0.61609165,-70.7917604,4
NC-I-Cu,"['Cu', 'C', 'I', 'N']","[1, 1, 1, 1]",0.709939185,-68.37037026,4
NC-I-Fe,"['Fe', 'C', 'I', 'N']","[1, 1, 1, 1]",0.6976651075,-71.36336657,4
NC-I-Mg,"['Mg', 'C', 'I', 'N']","[1, 1, 1, 1]",-0.26473963,-62.09058552,4
NC-I-Mn,"['Mn', 'C', 'I', 'N']","[1, 1, 1, 1]",0.0621300675,-73.88780673,4
NC-I-Ni,"['Ni', 'C', 'I', 'N']","[1, 1, 1, 1]",0.471054465,-70.34070914,4
NC-I-Pb,"['Pb', 'C', 'I', 'N']","[1, 1, 1, 1]",0.208341875,-130.9466595,4
NC-I-Pd,"['Pd', 'C', 'I', 'N']","[1, 1, 1, 1]",0.7060768075,-86.01251977,4
NC-I-Pt,"['Pt', 'C', 'I', 'N']","[1, 1, 1, 1]",0.9469088,-122.4701918,4
NC-I-Sr,"['Sr', 'C', 'I', 'N']","[1, 1, 1, 1]",-0.8407595125,-81.67636505,4
NC-I-Zn,"['Zn', 'C', 'I', 'N']","[1, 1, 1, 1]",0.35961909,-68.08175064,4
NCO-Br-Ba,"['Ba', 'C', 'Br', 'N', 'O']","[1, 1, 1, 1, 1]",-1.49996377,-91.72256135,5
NCO-Br-Be,"['Be', 'C', 'Br', 'N', 'O']","[1, 1, 1, 1, 1]",-0.702704278,-52.55216389,5
NCO-Br-Ca,"['Ca', 'C', 'Br', 'N', 'O']","[1, 1, 1, 1, 1]",-1.4943984,-61.7732345,5
